UID      PID   PPID   LWP C NLWP %CPU %MEM   VSZ    RSS TTY      STAT START   TIME    COMMAND
aniket   4475  3888   4475 0 15   0.2  0.9  1460022972 158100 ?        Sl   17:42   0:01    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa—
aniket   4475  3888   4476 0 15   0.2  0.9  1460022972 158100 ?        Sl   17:42   0:01    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa—
aniket   4475  3888   4477 0 15   0.2  0.9  1460022972 158100 ?        Sl   17:42   0:01    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa—
aniket   4475  3888   4478 0 15   0.2  0.9  1460022972 158100 ?        Sl   17:42   0:01    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa—
aniket   4475  3888   4479 0 15   0.2  0.9  1460022972 158100 ?        Sl   17:42   0:01    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa—
aniket   4475  3888   4481 0 15   0.2  0.9  1460022972 158100 ?        Sl   17:42   0:01    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa—
aniket   4475  3888   4487 0 15   0.2  0.9  1460022972 158100 ?        Sl   17:42   0:01    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa—
aniket   4475  3888   4488 0 15   0.2  0.9  1460022972 158100 ?        Sl   17:42   0:01    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa—
aniket   4475  3888   4489 0 15   0.2  0.9  1460022972 158100 ?        Sl   17:42   0:01    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa—
aniket   4475  3888   4493 0 15   0.2  0.9  1460022972 158100 ?        Sl   17:42   0:01    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa—
aniket   4475  3888   4494 0 15   0.2  0.9  1460022972 158100 ?        Sl   17:42   0:01    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa—
aniket   4475  3888   4495 0 15   0.2  0.9  1460022972 158100 ?        Sl   17:42   0:01    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa—
aniket   4475  3888   4892 0 15   0.2  0.9  1460022972 158100 ?        Sl   17:42   0:01    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa—
aniket   4475  3888   4891 0 15   0.2  0.9  1460022972 158100 ?        Sl   17:42   0:01    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa—
aniket   4475  3888   5040 0 15   0.2  0.9  1460022972 158100 ?        Sl   17:42   0:01    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa—
aniket   4503  3888   4503 1 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4504 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4505 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4506 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4507 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4508 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4512 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4513 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4514 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4540 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4541 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4549 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4597 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4694 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4695 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4696 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4697 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   4698 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4503  3888   5104 0 19   2.7  1.4  1460089152 236560 ?        Sl   17:42   0:10    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa±
aniket   4529  3888   4529 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4530 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4531 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4532 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4533 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4534 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4535 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4536 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4537 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4591 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4592 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4610 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4620 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4621 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4622 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4623 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4624 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   4625 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4529  3888   5084 0 19   1.2  1.1  1460051964 186312 ?        Sl   17:43   0:04    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaå
aniket   4581  3888   4581 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4581  3888   4582 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4581  3888   4583 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4581  3888   4584 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4581  3888   4585 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4581  3888   4587 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4581  3888   4588 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4581  3888   4589 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4581  3888   4590 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4581  3888   4682 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4581  3888   4683 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4581  3888   4933 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4581  3888   4934 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4581  3888   4935 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4581  3888   4936 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4581  3888   5664 0 16   0.1  0.8  1460024960 129432 ?        Sl   17:43   0:00    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activa.
aniket   4654  3888   4654 72 24   92.4 5.4  1463510684 882900 ?        Rl   17:43   5:59    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaþ
aniket   4654  3888   4658 0 24   92.4 5.4  1463510684 882900 ?        Rl   17:43   5:59    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaþ
aniket   4654  3888   4660 0 24   92.4 5.4  1463510684 882900 ?        Rl   17:43   5:59    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaþ
aniket   4654  3888   4661 2 24   92.4 5.4  1463510684 882900 ?        Rl   17:43   5:59    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaþ
aniket   4654  3888   4662 1 24   92.4 5.4  1463510684 882900 ?        Rl   17:43   5:59    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaþ
aniket   4654  3888   4664 2 24   92.4 5.4  1463510684 882900 ?        Rl   17:43   5:59    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaþ
aniket   4654  3888   4666 0 24   92.4 5.4  1463510684 882900 ?        Rl   17:43   5:59    /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=3877 --enable-crash-reporter=3c41256b-4b29-479b-a17d-e3ca9c7563b2, --change-stack-guard-on-fork=enable --ozone-platform=x11 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activaþ
